DeviceName,DeviceEnvironment,DeviceLocation,DeviceOS,DeviceEndOfService,DeviceIP,ApplicationName,ApplicationBusiness,ApplicationPriorty,timestamp,cpu_cores,cpu_capcity,cpu_usage_mhz,cpu_usage_percent,mem_capacity_provisioned,mem_usage,disk_r_throughput,disk_w_throughput,network_in_throughput
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 14:30:46",1,2925.999516,0.0,0.0,209988.0,19920.2666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 14:35:46",1,2925.999516,0.0,0.0,209988.0,21494.1333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 14:40:46",1,2925.999516,0.0,0.0,209988.0,20969.3333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 14:45:46",1,2925.999516,0.0,0.0,209988.0,21319.7333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 14:50:46",1,2925.999516,11.703998064,0.4,209988.0,55397.0666666667,0.0,0.133333333333333,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 14:55:46",1,2925.999516,0.0,0.0,209988.0,69029.0666666667,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:00:46",1,2925.999516,0.0,0.0,209988.0,27260.0,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:05:46",1,2925.999516,0.0,0.0,209988.0,20444.0,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:10:46",1,2925.999516,11.703998064,0.4,209988.0,78640.8,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:15:46",1,2925.999516,0.0,0.0,209988.0,40367.7333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:20:46",1,2925.999516,0.0,0.0,209988.0,22717.0666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:25:46",1,2925.999516,0.0,0.0,209988.0,28832.8,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:30:46",1,2925.999516,0.0,0.0,209988.0,24114.6666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:35:46",1,2925.999516,0.0,0.0,209988.0,23241.3333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:40:46",1,2925.999516,11.703998064,0.4,209988.0,66407.4666666667,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:45:46",1,2925.999516,0.0,0.0,209988.0,59417.8666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:50:47",1,2925.999516,0.0,0.0,209988.0,28134.6666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 15:55:47",1,2925.999516,11.703998064,0.4,209988.0,41591.7333333333,0.0,0.2,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:00:47",1,2925.999516,0.0,0.0,209988.0,64135.7333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:05:47",1,2925.999516,0.0,0.0,209988.0,29707.4666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:10:47",1,2925.999516,0.0,0.0,209988.0,21668.8,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:15:47",1,2925.999516,11.703998064,0.4,209988.0,72001.3333333333,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:20:47",1,2925.999516,0.0,0.0,209988.0,66932.5333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:25:47",1,2925.999516,0.0,0.0,209988.0,29008.0,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:30:47",1,2925.999516,0.0,0.0,209988.0,20969.6,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:35:47",1,2925.999516,0.0,0.0,209988.0,22542.4,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:40:47",1,2925.999516,0.0,0.0,209988.0,23591.2,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:45:47",1,2925.999516,11.703998064,0.4,209988.0,32503.7333333333,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:50:47",1,2925.999516,0.0,0.0,209988.0,71999.7333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 16:55:47",1,2925.999516,0.0,0.0,209988.0,31280.5333333333,0.0,0.2,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:00:47",1,2925.999516,0.0,0.0,209988.0,24464.0,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:05:47",1,2925.999516,11.703998064,0.4,209988.0,41940.2666666667,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:10:47",1,2925.999516,0.0,0.0,209988.0,78815.2,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:15:47",1,2925.999516,0.0,0.0,209988.0,30930.9333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:20:47",1,2925.999516,0.0,0.0,209988.0,24988.5333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:25:47",1,2925.999516,0.0,0.0,209988.0,21668.2666666667,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:30:47",1,2925.999516,0.0,0.0,209988.0,18873.0666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:35:47",1,2925.999516,0.0,0.0,209988.0,21493.8666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:40:47",1,2925.999516,11.703998064,0.4,209988.0,34776.0,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:45:47",1,2925.999516,0.0,0.0,209988.0,79340.5333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:50:47",1,2925.999516,0.0,0.0,209988.0,36349.0666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 17:55:47",1,2925.999516,0.0,0.0,209988.0,24464.5333333333,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:00:47",1,2925.999516,11.703998064,0.4,209988.0,79864.8,0.0,0.133333333333333,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:05:47",1,2925.999516,0.0,0.0,209988.0,35125.3333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:10:47",1,2925.999516,0.0,0.0,209988.0,21493.0666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:15:47",1,2925.999516,11.703998064,0.4,209988.0,43688.8,0.0,0.2,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:20:47",1,2925.999516,0.0,0.0,209988.0,71126.1333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:25:47",1,2925.999516,0.0,0.0,209988.0,31455.7333333333,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:30:47",1,2925.999516,0.0,0.0,209988.0,20445.8666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:35:47",1,2925.999516,11.703998064,0.4,209988.0,45436.0,0.0,0.133333333333333,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:40:47",1,2925.999516,0.0,0.0,209988.0,66932.0,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:45:47",1,2925.999516,0.0,0.0,209988.0,33901.6,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:50:47",1,2925.999516,0.0,0.0,209988.0,22366.6666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 18:55:47",1,2925.999516,11.703998064,0.4,209988.0,77242.9333333333,0.0,0.133333333333333,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:00:47",1,2925.999516,0.0,0.0,209988.0,62038.6666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:05:47",1,2925.999516,0.0,0.0,209988.0,24988.8,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:10:47",1,2925.999516,11.703998064,0.4,209988.0,66757.6,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:15:47",1,2925.999516,0.0,0.0,209988.0,56097.0666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:20:47",1,2925.999516,0.0,0.0,209988.0,26561.8666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:25:47",1,2925.999516,0.0,0.0,209988.0,22191.7333333333,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:30:47",1,2925.999516,0.0,0.0,209988.0,19222.1333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:35:47",1,2925.999516,0.0,0.0,209988.0,23067.2,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:40:47",1,2925.999516,0.0,0.0,209988.0,23241.0666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:45:47",1,2925.999516,0.0,0.0,209988.0,20444.2666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:50:47",1,2925.999516,11.703998064,0.4,209988.0,71649.6,0.0,0.133333333333333,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 19:55:47",1,2925.999516,0.0,0.0,209988.0,47534.1333333333,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:00:47",1,2925.999516,11.703998064,0.4,209988.0,58717.8666666667,0.0,0.133333333333333,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:05:47",1,2925.999516,0.0,0.0,209988.0,61864.0,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:10:48",1,2925.999516,0.0,0.0,209988.0,33727.2,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:15:48",1,2925.999516,0.0,0.0,209988.0,24988.2666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:20:48",1,2925.999516,11.703998064,0.4,209988.0,62562.6666666667,0.0,0.133333333333333,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:25:48",1,2925.999516,0.0,0.0,209988.0,55398.4,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:30:48",1,2925.999516,0.0,0.0,209988.0,27785.0666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:35:48",1,2925.999516,0.0,0.0,209988.0,26036.0,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:40:48",1,2925.999516,11.703998064,0.4,209988.0,65009.0666666667,0.0,0.2,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:45:48",1,2925.999516,0.0,0.0,209988.0,56621.8666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:50:48",1,2925.999516,0.0,0.0,209988.0,25688.0,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 20:55:48",1,2925.999516,0.0,0.0,209988.0,21145.0666666667,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:00:48",1,2925.999516,0.0,0.0,209988.0,24114.6666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:05:48",1,2925.999516,0.0,0.0,209988.0,18872.5333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:10:48",1,2925.999516,0.0,0.0,209988.0,20095.2,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:15:48",1,2925.999516,0.0,0.0,209988.0,22541.6,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:20:48",1,2925.999516,0.0,0.0,209988.0,18697.3333333333,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:25:48",1,2925.999516,0.0,0.0,209988.0,20620.0,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:30:48",1,2925.999516,11.703998064,0.4,209988.0,46309.3333333333,0.0,0.0666666666666667,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:35:48",1,2925.999516,0.0,0.0,209988.0,74097.6,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:40:48",1,2925.999516,0.0,0.0,209988.0,27959.4666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:45:48",1,2925.999516,0.0,0.0,209988.0,21842.6666666667,0.0,0.0,0.0
b3dbba24-f8c1-4a88-acb5-a53f55c38e25,faststorage,"Wilhelm Park","Red Hat Enterprise Linux",5/1/13,247.31.91.108,app_1,Research,5,"2013-08-12 21:50:48",1,2925.999516,0.0,0.0,209988.0,20619.7333333333,0.0,0.0,0.0
